pin,slack
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTlI0l[5]:CLK,17445
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTlI0l[5]:D,14083
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTlI0l[5]:Q,17445
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_227:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_227:IPB,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/FF_23:IPENn,
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/pwdata[8]:ALn,
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/pwdata[8]:CLK,79048
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/pwdata[8]:D,80676
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/pwdata[8]:EN,77165
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/pwdata[8]:Q,79048
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MDDR_DQS_1_PAD/U_IOINFF:A,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MDDR_DQS_1_PAD/U_IOINFF:Y,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/SYNC2_msrxp_strobe:ALn,16528
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/SYNC2_msrxp_strobe:CLK,17396
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/SYNC2_msrxp_strobe:D,18668
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/SYNC2_msrxp_strobe:Q,17396
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_248:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_248:IPB,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/fifo_mem_q_fifo_mem_q_0_0/CFG_27:C,11784
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/fifo_mem_q_fifo_mem_q_0_0/CFG_27:IPC,11784
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/empty_out_2:A,11113
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/empty_out_2:B,17491
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/empty_out_2:C,8334
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/empty_out_2:D,9817
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/empty_out_2:Y,8334
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/CFG_13:C,18696
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/CFG_13:IPB,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/CFG_13:IPC,18696
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_60:IPA,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/FF_22:IPENn,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata_5_1[4]:A,9848
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata_5_1[4]:B,13230
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata_5_1[4]:Y,9848
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_149:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_149:IPB,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/iPRDATA_RNI5U2K[21]:A,11362
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/iPRDATA_RNI5U2K[21]:B,16816
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/iPRDATA_RNI5U2K[21]:Y,11362
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_106:IPB,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/CFG_3:IPC,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_145:IPA,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/FF_33:IPENn,
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/INIT_DONE_int_rep_RNI4QV7/U0:An,
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/INIT_DONE_int_rep_RNI4QV7/U0:YWn,
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr_cry[10]:B,17384
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr_cry[10]:FCI,17186
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr_cry[10]:FCO,17186
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr_cry[10]:S,17243
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count_cry[3]:B,17364
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count_cry[3]:C,13608
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count_cry[3]:FCI,13552
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count_cry[3]:FCO,13552
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count_cry[3]:S,13608
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_datahold[0]:ALn,16528
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_datahold[0]:CLK,15346
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_datahold[0]:D,15260
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_datahold[0]:EN,13947
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_datahold[0]:Q,15346
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/CFG_5:IPC,
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/un1_next_ddr_ready_0_sqmuxa:A,17547
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/un1_next_ddr_ready_0_sqmuxa:B,17464
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/un1_next_ddr_ready_0_sqmuxa:C,17403
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/un1_next_ddr_ready_0_sqmuxa:D,17283
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/un1_next_ddr_ready_0_sqmuxa:Y,17283
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/clr_rxfifo_5:A,15370
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/clr_rxfifo_5:B,16837
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/clr_rxfifo_5:C,13484
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/clr_rxfifo_5:D,15234
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/clr_rxfifo_5:Y,13484
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_1_0_iv[18]:A,17651
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_1_0_iv[18]:B,17561
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_1_0_iv[18]:C,12060
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_1_0_iv[18]:D,12006
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_1_0_iv[18]:Y,12006
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/control1[1]:ALn,16528
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/control1[1]:CLK,10279
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/control1[1]:D,17929
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/control1[1]:EN,13369
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/control1[1]:Q,10279
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/soft_reset_reg[15]:ALn,
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/soft_reset_reg[15]:CLK,76340
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/soft_reset_reg[15]:D,80610
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/soft_reset_reg[15]:EN,36134
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/soft_reset_reg[15]:Q,76340
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_254:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_254:IPB,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/rd_pointer_q_3[2]:A,10244
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/rd_pointer_q_3[2]:B,10279
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/rd_pointer_q_3[2]:C,17438
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/rd_pointer_q_3[2]:Y,10244
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/sdif0_areset_n_RNI1MJ6/U0:An,
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/sdif0_areset_n_RNI1MJ6/U0:YWn,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/SYNC2_stxp_dataerr:ALn,16528
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/SYNC2_stxp_dataerr:CLK,17659
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/SYNC2_stxp_dataerr:D,18668
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/SYNC2_stxp_dataerr:Q,17659
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/txfifo_datadelay[3]:ALn,16528
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/txfifo_datadelay[3]:CLK,16368
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/txfifo_datadelay[3]:D,15254
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/txfifo_datadelay[3]:Q,16368
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/rd_pointer_q[3]:ALn,16528
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/rd_pointer_q[3]:CLK,9282
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/rd_pointer_q[3]:D,10015
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/rd_pointer_q[3]:Q,9282
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/counter_q[3]:ALn,16528
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/counter_q[3]:CLK,12559
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/counter_q[3]:D,8746
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/counter_q[3]:Q,12559
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/un1_wr_pointer_q_1.CO2:A,16422
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/un1_wr_pointer_q_1.CO2:B,16324
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/un1_wr_pointer_q_1.CO2:C,9986
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/un1_wr_pointer_q_1.CO2:Y,9986
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/LoadEn:A,16187
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/LoadEn:B,16187
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/LoadEn:C,13140
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/LoadEn:D,15909
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/LoadEn:Y,13140
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_128:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_128:IPB,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata[4]:A,10927
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata[4]:B,9848
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata[4]:C,11066
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata[4]:D,10718
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata[4]:Y,9848
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/CFG_19:C,18783
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/CFG_19:IPB,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/CFG_19:IPC,18783
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/CLK_DIV[2]:ALn,16528
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/CLK_DIV[2]:CLK,12284
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/CLK_DIV[2]:D,17857
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/CLK_DIV[2]:EN,13369
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/CLK_DIV[2]:Q,12284
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_bitcnt_n2:A,17597
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_bitcnt_n2:B,17518
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_bitcnt_n2:C,17422
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_bitcnt_n2:D,15097
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_bitcnt_n2:Y,15097
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_bitsel[1]:ALn,16528
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_bitsel[1]:CLK,13601
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_bitsel[1]:D,11641
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_bitsel[1]:Q,13601
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_bitcnt[3]:ALn,15351
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_bitcnt[3]:CLK,14236
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_bitcnt[3]:D,15267
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_bitcnt[3]:EN,17317
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_bitcnt[3]:Q,14236
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/sm0_state[3]:ALn,16558
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/sm0_state[3]:CLK,16395
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/sm0_state[3]:D,17333
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/sm0_state[3]:Q,16395
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_midbit:ALn,15351
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_midbit:CLK,17563
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_midbit:D,15409
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_midbit:EN,17325
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_midbit:Q,17563
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/msrxs_datain[6]:ALn,16528
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/msrxs_datain[6]:CLK,18783
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/msrxs_datain[6]:D,18660
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/msrxs_datain[6]:EN,15170
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/msrxs_datain[6]:Q,18783
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/rd_pointer_q[3]:ALn,16528
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/rd_pointer_q[3]:CLK,8802
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/rd_pointer_q[3]:D,10144
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/rd_pointer_q[3]:Q,8802
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/msrxs_shiftreg[2]:ALn,16528
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/msrxs_shiftreg[2]:CLK,17561
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/msrxs_shiftreg[2]:D,14205
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/msrxs_shiftreg[2]:EN,16445
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/msrxs_shiftreg[2]:Q,17561
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/iPRDATA_RNI3R1K[10]:A,11393
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/iPRDATA_RNI3R1K[10]:B,16847
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/iPRDATA_RNI3R1K[10]:Y,11393
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/un1_wr_pointer_q_1.CO0:A,13615
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/un1_wr_pointer_q_1.CO0:B,16324
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/un1_wr_pointer_q_1.CO0:Y,13615
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1[0]:A,15393
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1[0]:B,14300
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1[0]:C,15315
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1[0]:D,15147
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5_1[0]:Y,14300
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_212:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_212:IPB,
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/psel:ALn,
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/psel:CLK,35142
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/psel:D,37407
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/psel:Q,35142
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_9:A,9160
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_9:B,11419
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_9:IPA,9160
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_9:IPB,11419
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTOOII[0]:ALn,16528
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTOOII[0]:CLK,14565
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTOOII[0]:D,14300
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTOOII[0]:EN,14499
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTOOII[0]:Q,14565
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Load_RNIJ8S22[0]:B,11786
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Load_RNIJ8S22[0]:C,16794
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Load_RNIJ8S22[0]:D,16494
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Load_RNIJ8S22[0]:FCI,13115
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Load_RNIJ8S22[0]:FCO,11786
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Load_RNIJ8S22[0]:S,12338
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MDDR_ADDR_8_PAD/U_IOPAD:D,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MDDR_ADDR_8_PAD/U_IOPAD:E,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MDDR_ADDR_8_PAD/U_IOPAD:PAD,
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/sm0_state[1]:ALn,16558
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/sm0_state[1]:CLK,17518
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/sm0_state[1]:D,18668
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/sm0_state[1]:Q,17518
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_209:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_209:IPB,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_bitsel[3]:ALn,16528
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_bitsel[3]:CLK,12431
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_bitsel[3]:D,11693
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_bitsel[3]:Q,12431
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/fifo_mem_q_fifo_mem_q_0_0/FF_7:IPENn,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/CFG_28:C,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/CFG_28:IPC,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/CFG_4:IPC,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata[0]:A,10876
